"2016-06-29","0.7463",,,,,,,,,
"2016-06-28","0.7512",,,,,,,,,
"2016-06-27","0.7512",,,,,,,,,
"2016-06-26","0.7298",,,,,,,,,
"2016-06-25","0.7298",,,,,,,,,
"2016-06-24","0.7189",,,,,,,,,
"2016-06-23","0.6748",,,,,,,,,
"2016-06-22","0.6810",,,,,,,,,
"2016-06-21","0.6808",,,,,,,,,
"2016-06-20","0.6844",,,,,,,,,
"2016-06-19","0.6962",,,,,,,,,
"2016-06-18","0.6962",,,,,,,,,
"2016-06-17","0.7004",,,,,,,,,
"2016-06-16","0.7059",,,,,,,,,
"2016-06-15","0.7061",,,,,,,,,
"2016-06-14","0.7061",,,,,,,,,
"2016-06-13","0.7039",,,,,,,,,
"2016-06-12","0.7012",,,,,,,,,
"2016-06-11","0.7012",,,,,,,,,
"2016-06-10","0.6944",,,,,,,,,
"2016-06-09","0.6903",,,,,,,,,
"2016-06-08","0.6875",,,,,,,,,
"2016-06-07","0.6884",,,,,,,,,
"2016-06-06","0.6933",,,,,,,,,
"2016-06-05","0.6886",,,,,,,,,
"2016-06-04","0.6886",,,,,,,,,
"2016-06-03","0.6918",,,,,,,,,
"2016-06-02","0.6929",,,,,,,,,
"2016-06-01","0.6918",,,,,,,,,
"2016-05-31","0.6845",,,,,,,,,
"2016-05-30","0.6840",,,,,,,,,
"2016-05-29","0.6837",,,,,,,,,
"2016-05-28","0.6837",,,,,,,,,
"2016-05-27","0.6826",,,,,,,,,
"2016-05-26","0.6805",,,,,,,,,
"2016-05-25","0.6823",,,,,,,,,
"2016-05-24","0.6871",,,,,,,,,
"2016-05-23","0.6899",,,,,,,,,
"2016-05-22","0.6894",,,,,,,,,
"2016-05-21","0.6894",,,,,,,,,
"2016-05-20","0.6866",,,,,,,,,
"2016-05-19","0.6848",,,,,,,,,
"2016-05-18","0.6895",,,,,,,,,
"2016-05-17","0.6912",,,,,,,,,
"2016-05-16","0.6958",,,,,,,,,
"2016-05-15","0.6962",,,,,,,,,
"2016-05-14","0.6962",,,,,,,,,
"2016-05-13","0.6941",,,,,,,,,
"2016-05-12","0.6920",,,,,,,,,
"2016-05-11","0.6922",,,,,,,,,
"2016-05-10","0.6931",,,,,,,,,
"2016-05-09","0.6935",,,,,,,,,
"2016-05-08","0.6929",,,,,,,,,
"2016-05-07","0.6929",,,,,,,,,
"2016-05-06","0.6910",,,,,,,,,
"2016-05-05","0.6898",,,,,,,,,
"2016-05-04","0.6889",,,,,,,,,
"2016-05-03","0.6829",,,,,,,,,
"2016-05-02","0.6833",,,,,,,,,
"2016-05-01","0.6841",,,,,,,,,
"2016-04-30","0.6841",,,,,,,,,
"2016-04-29","0.6838",,,,,,,,,
"2016-04-28","0.6864",,,,,,,,,
"2016-04-27","0.6862",,,,,,,,,
"2016-04-26","0.6877",,,,,,,,,
"2016-04-25","0.6916",,,,,,,,,
"2016-04-24","0.6941",,,,,,,,,
"2016-04-23","0.6941",,,,,,,,,
"2016-04-22","0.6961",,,,,,,,,
"2016-04-21","0.6972",,,,,,,,,
"2016-04-20","0.6954",,,,,,,,,
"2016-04-19","0.6972",,,,,,,,,
"2016-04-18","0.7039",,,,,,,,,
"2016-04-17","0.7038",,,,,,,,,
"2016-04-16","0.7038",,,,,,,,,
"2016-04-15","0.7055",,,,,,,,,
"2016-04-14","0.7064",,,,,,,,,
"2016-04-13","0.7022",,,,,,,,,
"2016-04-12","0.7014",,,,,,,,,
"2016-04-11","0.7049",,,,,,,,,
"2016-04-10","0.7077",,,,,,,,,
"2016-04-09","0.7077",,,,,,,,,
"2016-04-08","0.7099",,,,,,,,,
"2016-04-07","0.7093",,,,,,,,,
"2016-04-06","0.7079",,,,,,,,,
"2016-04-05","0.7035",,,,,,,,,
"2016-04-04","0.7019",,,,,,,,,
"2016-04-03","0.7026",,,,,,,,,
"2016-04-02","0.7026",,,,,,,,,
"2016-04-01","0.6994",,,,,,,,,
"2016-03-31","0.6959",,,,,,,,,
"2016-03-30","0.6947",,,,,,,,,
"2016-03-29","0.7003",,,,,,,,,
"2016-03-28","0.7051",,,,,,,,,
"2016-03-27","0.7073",,,,,,,,,
"2016-03-26","0.7073",,,,,,,,,
